"","Type","Date","Part of a policing operation","Policing operation","Gender","Age range","Self-defined ethnicity","Officer-defined ethnicity","Legislation","Object of search","Outcome","Outcome linked to object of search","Removal of more than just outer clothing","label","name","code"
"1","Person and Vehicle search",2019-06-01 00:30:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02001050E01005205","Manchester 006B","E01005205"
"2","Person search",2019-06-01 00:50:00,FALSE,NA,"Male","18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","Summons / charged by post",TRUE,FALSE,"E08000003E02006912E01033654","Manchester 055C","E01033654"
"3","Person search",2019-06-01 00:50:00,FALSE,NA,"Male","18-24","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","Arrest",TRUE,FALSE,"E08000003E02001076E01005283","Manchester 032E","E01005283"
"4","Person search",2019-06-01 00:50:00,FALSE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","Summons / charged by post",TRUE,FALSE,"E08000003E02006912E01033654","Manchester 055C","E01033654"
"5","Person search",2019-06-01 01:30:00,FALSE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British",NA,"Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02001082E01005277","Manchester 038D","E01005277"
"6","Person search",2019-06-01 01:30:00,FALSE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British",NA,"Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02001082E01005277","Manchester 038D","E01005277"
"7","Person search",2019-06-01 01:30:00,FALSE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British",NA,"Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02001082E01005277","Manchester 038D","E01005277"
"8","Person search",2019-06-01 08:00:00,TRUE,NA,"Male",NA,"Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"9","Person search",2019-06-01 08:03:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"10","Person search",2019-06-01 08:03:00,TRUE,NA,"Male",NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"11","Person and Vehicle search",2019-06-01 11:55:00,FALSE,NA,"Male","18-24","Other ethnic group - Arab","Other","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001064E01005232","Manchester 020C","E01005232"
"12","Person search",2019-06-01 14:10:00,TRUE,NA,"Male","10-17","Mixed/Multiple ethnic groups - White and Asian","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"13","Person search",2019-06-01 14:45:00,TRUE,NA,"Male","18-24","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"14","Person search",2019-06-01 15:14:00,TRUE,NA,NA,NA,"Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"15","Person search",2019-06-01 15:30:00,TRUE,NA,NA,"over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",FALSE,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"16","Person search",2019-06-01 15:37:00,TRUE,NA,NA,NA,"Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033667","Manchester 054E","E01033667"
"17","Person search",2019-06-01 16:57:00,TRUE,NA,NA,NA,"Other ethnic group - Arab","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"18","Person search",2019-06-01 17:16:00,FALSE,NA,"Male","25-34","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Anything to threaten or harm anyone","Arrest",FALSE,FALSE,"E08000003E02006915E01033674","Manchester 058C","E01033674"
"19","Person search",2019-06-01 18:40:00,TRUE,NA,"Male","25-34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"20","Person search",2019-06-01 18:40:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"21","Person search",2019-06-01 18:40:00,TRUE,NA,"Male","over 34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"22","Person search",2019-06-01 18:45:00,TRUE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"23","Person search",2019-06-01 18:50:00,TRUE,NA,"Male","25-34","White - Any other White background","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"24","Person search",2019-06-01 18:55:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"25","Person search",2019-06-01 19:05:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"26","Person search",2019-06-01 19:10:00,TRUE,NA,"Male","over 34","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"27","Person search",2019-06-01 19:30:00,TRUE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"28","Person search",2019-06-01 19:30:00,TRUE,NA,NA,NA,"Black/African/Caribbean/Black British - African","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"29","Person search",2019-06-01 20:00:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"30","Person search",2019-06-01 20:25:00,TRUE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"31","Person search",2019-06-01 20:35:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"32","Person search",2019-06-01 20:40:00,TRUE,NA,"Male","18-24","Black/African/Caribbean/Black British - African","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,TRUE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"33","Vehicle search",2019-06-01 20:40:00,FALSE,NA,NA,NA,NA,NA,"Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02001061E01005108","Manchester 017A","E01005108"
"34","Person and Vehicle search",2019-06-01 20:40:00,FALSE,NA,"Male","18-24","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02001061E01005108","Manchester 017A","E01005108"
"35","Person search",2019-06-01 20:41:00,TRUE,NA,"Female","over 34","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"36","Person search",2019-06-01 21:05:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"37","Person search",2019-06-01 22:05:00,FALSE,NA,NA,NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",FALSE,FALSE,"E08000003E02001079E01005279","Manchester 035E","E01005279"
"38","Person search",2019-06-01 23:13:00,TRUE,NA,NA,"18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"39","Person search",2019-06-01 23:45:00,TRUE,NA,"Male","10-17","Asian/Asian British - Any other Asian background","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"40","Person search",2019-06-02 02:54:00,FALSE,NA,"Male","25-34","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"41","Person search",2019-06-02 18:20:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"42","Person search",2019-06-02 19:15:00,TRUE,NA,"Male",NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"43","Person search",2019-06-03 11:17:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"44","Person search",2019-06-03 12:00:00,FALSE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Firearms Act 1968 (section 47)","Firearms","A no further action disposal",NA,FALSE,"E08000003E02001057E01033688","Manchester 013G","E01033688"
"45","Person search",2019-06-03 12:05:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"46","Person search",2019-06-03 14:54:00,FALSE,NA,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"47","Person search",2019-06-03 15:32:00,FALSE,NA,"Male",NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"48","Person search",2019-06-03 16:00:00,FALSE,NA,NA,"10-17","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Community resolution",TRUE,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"49","Person search",2019-06-03 17:45:00,TRUE,NA,"Male","18-24","Other ethnic group - Not stated","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"50","Person and Vehicle search",2019-06-04 09:55:00,FALSE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02001074E01005180","Manchester 030C","E01005180"
"51","Person search",2019-06-04 11:36:00,TRUE,NA,"Male","over 34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"52","Person search",2019-06-04 14:42:00,FALSE,NA,"Male","18-24","Other ethnic group - Not stated","Asian","Police and Criminal Evidence Act 1984 (section 1)","Anything to threaten or harm anyone","A no further action disposal",NA,FALSE,"E08000003E02001069E01005244","Manchester 025C","E01005244"
"53","Person search",2019-06-04 14:45:00,TRUE,NA,"Female","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,TRUE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"54","Person search",2019-06-04 14:53:00,FALSE,NA,"Male",NA,"White - Irish","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"55","Person search",2019-06-04 22:10:00,FALSE,NA,"Male",NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006917E01033682","Manchester 060C","E01033682"
"56","Person search",2019-06-04 23:25:00,FALSE,NA,"Male","10-17","Other ethnic group - Not stated","Black","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02001071E01005233","Manchester 027D","E01005233"
"57","Person search",2019-06-04 23:25:00,FALSE,NA,"Male","10-17","Other ethnic group - Not stated","Other","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02001071E01005233","Manchester 027D","E01005233"
"58","Person and Vehicle search",2019-06-04 23:50:00,FALSE,NA,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02001061E01005108","Manchester 017A","E01005108"
"59","Person and Vehicle search",2019-06-05 00:25:00,FALSE,NA,"Male",NA,"Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02006915E01033674","Manchester 058C","E01033674"
"60","Person and Vehicle search",2019-06-05 00:25:00,FALSE,NA,"Male",NA,"Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02006915E01033674","Manchester 058C","E01033674"
"61","Person search",2019-06-05 03:00:00,FALSE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001059E01005105","Manchester 015C","E01005105"
"62","Person search",2019-06-05 08:30:00,FALSE,NA,"Male","25-34","Asian/Asian British - Indian","Asian","Police and Criminal Evidence Act 1984 (section 1)","Firearms","A no further action disposal",NA,FALSE,"E08000003E02001062E01005065","Manchester 018D","E01005065"
"63","Person search",2019-06-05 11:15:00,FALSE,NA,"Male",NA,"Other ethnic group - Arab","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006915E01033674","Manchester 058C","E01033674"
"64","Person search",2019-06-05 14:42:00,FALSE,NA,"Male",NA,"Other ethnic group - Not stated","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",FALSE,FALSE,"E08000003E02001069E01005285","Manchester 025D","E01005285"
"65","Person search",2019-06-05 15:35:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal",NA,FALSE,"E08000003E02001096E01005317","Manchester 052E","E01005317"
"66","Person search",2019-06-05 15:45:00,FALSE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest",FALSE,FALSE,"E08000003E02001096E01005317","Manchester 052E","E01005317"
"67","Person search",2019-06-05 18:00:00,TRUE,NA,"Male","18-24","White - Irish","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001069E01005288","Manchester 025E","E01005288"
"68","Person search",2019-06-05 18:00:00,TRUE,NA,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001069E01005288","Manchester 025E","E01005288"
"69","Person search",2019-06-05 19:00:00,TRUE,NA,"Male","10-17","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest",TRUE,FALSE,"E08000003E02001070E01005284","Manchester 026C","E01005284"
"70","Person search",2019-06-05 19:00:00,TRUE,NA,NA,"10-17","Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001070E01005284","Manchester 026C","E01005284"
"71","Person search",2019-06-05 19:20:00,FALSE,NA,"Male",NA,"Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"72","Person search",2019-06-05 19:30:00,FALSE,NA,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Caution (simple or conditional)",TRUE,FALSE,"E08000003E02001061E01005189","Manchester 017D","E01005189"
"73","Person search",2019-06-05 19:45:00,FALSE,NA,"Male","18-24","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02001061E01005190","Manchester 017E","E01005190"
"74","Person search",2019-06-05 19:45:00,FALSE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001061E01005190","Manchester 017E","E01005190"
"75","Person search",2019-06-05 20:00:00,FALSE,NA,"Male",NA,"Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001061E01005189","Manchester 017D","E01005189"
"76","Person search",2019-06-05 22:06:00,FALSE,NA,NA,"18-24","Mixed/Multiple ethnic groups - White and Black Caribbean","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006914E01033656","Manchester 057B","E01033656"
"77","Person search",2019-06-05 23:08:00,FALSE,NA,"Male",NA,"Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Community resolution",TRUE,FALSE,"E08000003E02001069E01005242","Manchester 025B","E01005242"
"78","Person search",2019-06-05 23:38:00,FALSE,NA,NA,"18-24","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest",TRUE,FALSE,"E08000003E02006915E01033674","Manchester 058C","E01033674"
"79","Person search",2019-06-06 02:26:00,FALSE,NA,NA,NA,"Black/African/Caribbean/Black British - Caribbean","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006912E01033654","Manchester 055C","E01033654"
"80","Person search",2019-06-06 03:31:00,FALSE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001097E01005316","Manchester 053D","E01005316"
"81","Person search",2019-06-06 10:42:00,FALSE,NA,"Male",NA,"Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning",TRUE,FALSE,"E08000003E02006917E01033677","Manchester 060A","E01033677"
"82","Person search",2019-06-06 10:45:00,FALSE,NA,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001067E01005197","Manchester 023C","E01005197"
"83","Person search",2019-06-06 10:50:00,FALSE,NA,NA,"10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Caution (simple or conditional)",TRUE,FALSE,"E08000003E02006914E01033662","Manchester 057C","E01033662"
"84","Person search",2019-06-06 12:10:00,FALSE,NA,"Male",NA,"White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","Arrest",TRUE,TRUE,"E08000003E02001062E01005066","Manchester 018E","E01005066"
"85","Person search",2019-06-06 16:09:00,TRUE,NA,"Male","25-34","Mixed/Multiple ethnic groups - White and Black Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"86","Person search",2019-06-06 17:46:00,TRUE,NA,NA,NA,"Other ethnic group - Not stated","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"87","Person search",2019-06-06 18:00:00,TRUE,NA,"Male",NA,"Asian/Asian British - Any other Asian background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"88","Person search",2019-06-06 18:00:00,TRUE,NA,NA,"25-34","Asian/Asian British - Any other Asian background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"89","Person search",2019-06-06 18:31:00,TRUE,NA,NA,"25-34","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"90","Person search",2019-06-06 20:21:00,FALSE,NA,"Male",NA,"Other ethnic group - Not stated","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Caution (simple or conditional)",TRUE,FALSE,"E08000003E02001069E01005244","Manchester 025C","E01005244"
"91","Person search",2019-06-06 20:21:00,FALSE,NA,NA,NA,"Other ethnic group - Not stated","Other","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001069E01005244","Manchester 025C","E01005244"
"92","Person search",2019-06-06 22:18:00,TRUE,NA,"Male","18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006912E01033653","Manchester 055B","E01033653"
"93","Person search",2019-06-06 22:18:00,TRUE,NA,"Male","18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02006902E01033658","Manchester 054C","E01033658"
"94","Person search",2019-06-07 01:32:00,TRUE,NA,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006917E01033677","Manchester 060A","E01033677"
"95","Person search",2019-06-07 13:22:00,FALSE,NA,"Male","10-17","Black/African/Caribbean/Black British - African","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02001059E01005105","Manchester 015C","E01005105"
"96","Person search",2019-06-07 13:46:00,FALSE,NA,"Male","over 34","White - Irish","White","Customs and Excise Management Act 1979 (section 163)",NA,"Summons / charged by post",TRUE,FALSE,"E08000003E02006917E01033677","Manchester 060A","E01033677"
"97","Person and Vehicle search",2019-06-07 13:50:00,FALSE,NA,"Male","over 34","White - Gypsy or Irish Traveller","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006917E01033677","Manchester 060A","E01033677"
"98","Person and Vehicle search",2019-06-07 13:50:00,FALSE,NA,"Male","25-34","White - Gypsy or Irish Traveller","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal",NA,FALSE,"E08000003E02006917E01033677","Manchester 060A","E01033677"
"99","Person search",2019-06-07 14:38:00,FALSE,NA,NA,NA,"Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001063E01005209","Manchester 019B","E01005209"
"100","Person search",2019-06-07 14:38:00,FALSE,NA,NA,NA,"Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001063E01005209","Manchester 019B","E01005209"
"101","Person search",2019-06-07 14:38:00,FALSE,NA,NA,NA,"Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001063E01005209","Manchester 019B","E01005209"
"102","Person search",2019-06-07 14:39:00,FALSE,NA,"Male","18-24","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal",NA,FALSE,"E08000003E02001063E01005209","Manchester 019B","E01005209"
"103","Person search",2019-06-07 15:36:00,FALSE,NA,NA,NA,"Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,TRUE,"E08000003E02001062E01005061","Manchester 018A","E01005061"
"104","Person search",2019-06-07 16:10:00,FALSE,NA,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal",NA,FALSE,"E08000003E02006915E01005147","Manchester 058B","E01005147"
